,positionName,companyShortName,companySize,industryField,financeStage,companyLabelList,firstType,secondType,thirdType,city,district,salary,salaryMonth,workYear,jobNature,education,positionAdvantage,latitude,longitude,neededSkills
0,高级/资深业务数据分析师,拉勾网,500-2000人,企业服务,D轮及以上,"['五险一金', '弹性工作', '带薪年假', '免费两餐']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,20k-40k,13,3-5年,全职,本科,领导Nice，能力提升，团队氛围好，稳定职业,39.982128,116.307747,"['python', 'R', 'Spark', '建业务分析模型', '教育']"
1,02326I-数据分析师,平安人寿,2000人以上,金融,上市公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",产品|需求|项目类,数据分析,BI,上海,浦东新区,12k-22k,0,1-3年,全职,本科,"五险一金,带薪年假,定期体检,免费班车",31.238157,121.666906,"['数据库', '保险', '数据分析', '互联网金融', '商业', 'BI']"
2,02324X-用户运营（数据分析方向）,平安人寿,2000人以上,金融,上市公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",运营|编辑|客服类,运营,数据运营,上海,浦东新区,10k-20k,0,1-3年,全职,本科,"五险一金,带薪年假,定期体检,免费班车",31.238157,121.666906,"['保险', '互联网金融', '数据分析']"
3,游戏数据分析,快手,2000人以上,文娱丨内容,D轮及以上,"['股票期权', '弹性工作', '定期体检', '岗位晋升']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-30k,0,3-5年,全职,本科,福利完善,40.053389,116.298440,['数据分析']
4,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-30k,0,1-3年,全职,本科,"免费三餐,带薪休假,弹性工作,六险一金",39.971819,116.328708,['数据分析']
5,数据分析师,跟谁学,2000人以上,"移动互联网,教育",上市公司,"['节日礼物', '技能培训', '股票期权', '精英团队']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,15k-25k,0,3-5年,全职,本科,上市公司 独角兽 平台发展好 团队年轻化,40.048632,116.282935,"['在线教育产品', '数据分析']"
6,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,上海,闵行区,11k-22k,0,1-3年,全职,本科,"下午茶,健身瑜伽,六险一金,团队氛围好",31.168496,121.386878,"['产品', '数据分析']"
7,数据分析师,拉勾网,500-2000人,企业服务,D轮及以上,"['五险一金', '弹性工作', '带薪年假', '免费两餐']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,10k-20k,0,1-3年,全职,本科,福利待遇好，周末双休，提供午餐和晚餐,39.982128,116.307747,['数据分析']
8,数据分析师,百变大侦探,15-50人,"移动互联网,文娱丨内容",不需要融资,"['年底双薪', '带薪年假', '股票期权', '扁平管理']",产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,15k-25k,0,3-5年,全职,本科,五险一金 免费工作餐 定期体检,39.974830,116.500218,"['用户增长', '需求分析', '用户研究', '数据分析']"
9,数据分析,世纪佳缘,2000人以上,移动互联网,上市公司,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,15k-25k,0,3-5年,全职,本科,"六险一金,成熟团队,上升空间",39.974358,116.406840,"['sql', '数据分析', '社交']"
10,数据分析师,世纪佳缘,2000人以上,移动互联网,上市公司,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']",产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,11k-20k,0,不限,全职,本科,成熟团队，上升空间,39.974358,116.406840,['数据分析']
11,数据分析师,优车库,50-150人,"移动互联网,消费生活",A轮,"['年底双薪', '股票期权', '专项奖金', '带薪年假']",开发|测试|运维类,数据开发,数据分析,深圳,福田区,8k-15k,0,1-3年,全职,本科,发展前景、环境优美、团队氛围好,22.507374,114.045254,"['SQLServer', '数仓建模', '新零售', '数据仓库', '汽车', 'Python']"
12,数据分析师,智器云,50-150人,"数据服务,企业服务",B轮,"['股票期权', '绩效奖金', '带薪年假', '通讯津贴']",产品|需求|项目类,产品经理,数据分析师,北京,房山区,5k-9k,13,不限,全职,本科,高成长性、团队氛围好、福利完善,39.749144,116.143267,"['工具软件', '数据分析']"
13,数据分析师,盛业恒泰投资,50-150人,金融,未融资,[],产品|需求|项目类,数据分析,数据分析,北京,朝阳区,8k-15k,0,不限,全职,大专,双休,39.919894,116.454562,"['大数据', '金融', '数据分析']"
14,数据分析师,皮皮pipi,50-150人,"游戏,社交",不需要融资,[],产品|需求|项目类,产品经理,数据分析师,武汉,江夏区,10k-15k,13,1-3年,全职,本科,晋升快，扁平化管理,30.457603,114.425905,['数据分析']
0,数据分析师,百变大侦探,15-50人,"移动互联网,文娱丨内容",不需要融资,"['年底双薪', '带薪年假', '股票期权', '扁平管理']",产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,15k-25k,0,3-5年,全职,本科,五险一金 免费工作餐 定期体检,39.974830,116.500218,"['用户增长', '需求分析', '用户研究', '数据分析']"
1,数据分析师,italki,50-150人,"电商,教育",A轮,"['高端医疗保险', '国际化团队', '绩效奖金', '带薪年假']",产品|需求|项目类,产品经理,数据分析师,上海,黄浦区,10k-15k,13,1-3年,全职,本科,国际化团队，带薪年假多，全球市场,31.222057,121.457585,"['社交', 'C端产品', '在线教育产品', '需求分析', '教育', '数据分析']"
2,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-30k,0,1-3年,全职,本科,"免费三餐,带薪休假,弹性工作,六险一金",39.971819,116.328708,['数据分析']
3,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,上海,闵行区,11k-22k,0,1-3年,全职,本科,"下午茶,健身瑜伽,六险一金,团队氛围好",31.168496,121.386878,"['产品', '数据分析']"
4,数据分析师,优车库,50-150人,"移动互联网,消费生活",A轮,"['年底双薪', '股票期权', '专项奖金', '带薪年假']",开发|测试|运维类,数据开发,数据分析,深圳,福田区,8k-15k,0,1-3年,全职,本科,发展前景、环境优美、团队氛围好,22.507374,114.045254,"['SQLServer', '数仓建模', '新零售', '数据仓库', '汽车', 'Python']"
5,数据分析师,智器云,50-150人,"数据服务,企业服务",B轮,"['股票期权', '绩效奖金', '带薪年假', '通讯津贴']",产品|需求|项目类,产品经理,数据分析师,北京,房山区,5k-9k,13,不限,全职,本科,高成长性、团队氛围好、福利完善,39.749144,116.143267,"['工具软件', '数据分析']"
6,数据分析师,爱问医联,150-500人,"医疗丨健康,移动互联网",D轮及以上,"['股票期权', '带薪年假', '午餐补助', '五险一金']",运营|编辑|客服类,运营,数据运营,深圳,南山区,15k-20k,13,1-3年,全职,本科,微博平台 丰厚年终 大牛团队 行业准独角,22.535129,113.952487,"['医疗健康', '运营', '数据分析']"
7,数据分析,360os,500-2000人,信息安全,不需要融资,[],开发|测试|运维类,数据开发,数据分析,北京,朝阳区,15k-30k,0,3-5年,全职,本科,"大平台,核心部门,领导好",39.982769,116.490798,"['大数据', '数据分析', '数据挖掘']"
8,数据分析,盛业恒泰投资,50-150人,金融,未融资,[],开发|测试|运维类,数据开发,数据分析,北京,朝阳区,12k-15k,0,不限,全职,本科,弹性办公 周末双休 带薪年假,39.920432,116.454812,"['数据整理', '数据分析']"
9,数据分析师,成都玛尔斯科技有限公司,150-500人,"移动互联网,社交",未融资,[],开发|测试|运维类,数据开发,数据分析,成都,高新区,12k-20k,15,3-5年,全职,本科,弹性打卡，五险一金，15薪,30.766476,104.121569,['数据分析']
10,数据分析师,齐聚科技（原呱呱视频）,150-500人,"移动互联网,游戏",C轮,"['绩效奖金', '五险一金', '节日礼物', '定期体检']",产品|需求|项目类,数据分析,数据分析,北京,东城区,15k-20k,13,3-5年,全职,本科,"五险一金,弹性工作,餐补年终奖,节日福利",39.951490,116.422789,"['社交', '游戏', '商业', '数据分析', 'SQL']"
11,数据分析师,浙江盘石,2000人以上,"移动互联网,广告营销",D轮及以上,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",产品|需求|项目类,产品经理,数据分析师,杭州,拱墅区,6k-10k,0,1-3年,全职,本科,五险一金、包吃、健身房、带薪年假,30.336361,120.113116,['数据分析']
12,数据分析师,人人都是产品经理,50-150人,"企业服务,教育",A轮,"['节日礼物', '年度旅游', '领导好', '美女多']",产品|需求|项目类,数据分析,数据分析,深圳,南山区,7k-14k,0,1-3年,全职,本科,CEO指导、氛围好、十三薪、带薪年假,22.549041,113.943289,"['数据运营', '数据分析', '商业', '企业服务', '教育', 'BI']"
13,数据分析师,人人公司,2000人以上,"社交,金融",上市公司,"['五险一金', '通讯津贴', '带薪年假', '绩效奖金']",产品|需求|项目类,数据分析,数据分析,北京,朝阳区,15k-25k,0,3-5年,全职,本科,"弹性工作,领导好,市场前景好",39.976297,116.496989,['数据分析']
14,数据分析师,DataStory,150-500人,数据服务,B轮,"['颜值高', '双休日', '高大上团建', '带薪假']",市场|商务类,市场|营销,商业数据分析,上海,杨浦区,15k-20k,13,1-3年,全职,本科,五险一金 周末双休 扁平管理 氛围轻松,31.260278,121.512779,"['消费者分析', '数据分析']"
0,数据分析师,易观,150-500人,"移动互联网,数据服务",B轮,"['专项奖金', '午餐补助', '技能培训', '扁平管理']",产品|需求|项目类,数据分析,数据分析,北京,朝阳区,25k-50k,0,3-5年,全职,本科,六险一金/弹性工作/扁平管理,39.978305,116.494885,"['增长黑客', '数据运营', '商业', 'BI', '数据分析']"
1,数据分析师,皮皮pipi,50-150人,"游戏,社交",不需要融资,[],产品|需求|项目类,产品经理,数据分析师,武汉,江夏区,10k-15k,13,1-3年,全职,本科,晋升快，扁平化管理,30.457603,114.425905,['数据分析']
2,数据分析师,浙江盘石,2000人以上,"移动互联网,广告营销",D轮及以上,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",产品|需求|项目类,产品经理,数据分析师,杭州,拱墅区,6k-10k,0,1-3年,全职,本科,五险一金、包吃、健身房、带薪年假,30.336361,120.113116,['数据分析']
3,数据分析师,星尘游戏,150-500人,游戏,不需要融资,"['带薪年假', '节日礼物', '五险一金', '领导好']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,15k-20k,0,3-5年,全职,本科,月度奖金 自由度高 上升空间大,22.537843,113.944830,"['媒体', '数据挖掘', '算法工程师', '移动互联网', 'Python']"
4,数据分析师,久谦咨询,50-150人,"企业服务,数据服务",未融资,"['专项奖金', '带薪年假', '绩效奖金', '定期体检']",产品|需求|项目类,数据分析,数据分析,上海,徐汇区,12k-20k,0,不限,全职,本科,福利待遇优厚，发展空间大，团队氛围好,31.194983,121.437780,"['新零售', '大数据', '数据分析']"
5,数据分析师,众标智能科技,50-150人,"电商,企业服务",A轮,"['股票期权', '带薪年假', '年度旅游', '五险一金']",产品|需求|项目类,数据分析,数据分析,上海,普陀区,7k-11k,0,1-3年,全职,本科,"大数据,发展前景好,福利待遇优,靠谱团队",31.228218,121.383389,"['数据库', '可视化', '数据分析', '移动互联网', '大数据', 'SQL']"
6,数据分析师,italki,50-150人,"电商,教育",A轮,"['高端医疗保险', '国际化团队', '绩效奖金', '带薪年假']",产品|需求|项目类,产品经理,数据分析师,上海,黄浦区,10k-15k,13,1-3年,全职,本科,国际化团队，带薪年假多，全球市场,31.222057,121.457585,"['社交', 'C端产品', '在线教育产品', '需求分析', '教育', '数据分析']"
7,数据分析,动视云科技,50-150人,"游戏,数据服务",A轮,"['岗位晋升', '通讯津贴', '定期体检', '午餐福利']",开发|测试|运维类,数据开发,数据分析,北京,西城区,15k-25k,0,3-5年,全职,本科,行业领先 大牌融资 高度投入 创新游戏体验,39.970538,116.383365,"['数仓建模', '数据运营', '数据分析', '游戏', '数据挖掘', '大数据']"
8,数据分析,360os,500-2000人,信息安全,不需要融资,[],开发|测试|运维类,数据开发,数据分析,北京,朝阳区,15k-30k,0,3-5年,全职,本科,"大平台,核心部门,领导好",39.982769,116.490798,"['大数据', '数据分析', '数据挖掘']"
9,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,30k-60k,0,不限,全职,本科,"六险一金,股票期权,弹性工作,免费三餐",39.979578,116.369044,['数据分析']
10,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,30k-60k,0,3-5年,全职,本科,"六险一金,弹性工作,免费三餐,租房补贴",39.979578,116.369044,['数据分析']
11,数据分析师,絮淑科技,150-500人,"社交,软件开发",不需要融资,[],产品|需求|项目类,产品经理,数据分析师,北京,未知,15k-20k,13,3-5年,全职,本科,项目好,,,"['体育', '直播', '数据分析']"
12,数据分析师,无添加,500-2000人,"电商,移动互联网",不需要融资,"['绩效奖金', '股票期权', '带薪年假', '交通补助']",产品|需求|项目类,产品经理,数据分析师,广州,天河区,9k-15k,0,1-3年,全职,本科,优秀团队 扁平管理 发展空间 项目管理,23.118269,113.327077,"['电商产品', '竞品分析', '电商', '快消品', '数据分析']"
13,数据分析师,成都玛尔斯科技有限公司,150-500人,"移动互联网,社交",未融资,[],开发|测试|运维类,数据开发,数据分析,成都,高新区,12k-20k,15,3-5年,全职,本科,弹性打卡，五险一金，15薪,30.766476,104.121569,['数据分析']
14,数据分析师,360数科,500-2000人,金融,上市公司,"['年底双薪', '股票期权', '带薪年假', '定期体检']",产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,20k-35k,15,5-10年,全职,本科,"上市公司,包三餐,3-9个月年终奖",39.982794,116.490707,"['用户研究', '金融']"
0,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,杭州,余杭区,15k-30k,0,不限,全职,本科,"下午茶,健身瑜伽,六险一金,五险一金",30.289958,120.046052,"['产品', '数据分析']"
1,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-30k,0,1-3年,全职,本科,"下午茶,五险一金,团队氛围好,大牛带队",40.013248,116.352742,"['项目管理', '数据分析']"
2,数据分析师,懒人科技,50-150人,移动互联网,不需要融资,[],产品|需求|项目类,数据分析,数据分析,深圳,南山区,10k-20k,0,1-3年,全职,本科,朝阳行业,22.518858,113.933883,"['数据库', '数据运营', '新零售', '本地生活', 'SQL']"
3,数据分析师,齐聚科技（原呱呱视频）,150-500人,"移动互联网,游戏",C轮,"['绩效奖金', '五险一金', '节日礼物', '定期体检']",产品|需求|项目类,数据分析,数据分析,北京,东城区,15k-20k,13,3-5年,全职,本科,"五险一金,弹性工作,餐补年终奖,节日福利",39.951490,116.422789,"['社交', '游戏', '商业', '数据分析', 'SQL']"
4,数据分析,51社保网,500-2000人,"企业服务,教育",C轮,"['绩效奖金', '专项奖金', '带薪年假', '弹性工作']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,10k-20k,0,3-5年,全职,本科,七险一金、带薪年假、扁平管理,39.906452,116.453331,['数据分析']
5,数据分析师,熵商科技（ENTROBUS）,15-50人,"移动互联网,数据服务",不需要融资,"['绩效奖金', '岗位晋升', '五险一金']",产品|需求|项目类,数据分析,数据分析,广州,番禺区,13k-25k,0,1-3年,全职,本科,地铁周边，周末双休，五险一金,23.045368,113.397243,"['大数据', '商业', '数据分析']"
6,数据分析师,浙江盘石,2000人以上,"移动互联网,广告营销",D轮及以上,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",产品|需求|项目类,产品经理,数据分析师,杭州,拱墅区,6k-10k,0,1-3年,全职,本科,五险一金、包吃、健身房、带薪年假,30.336361,120.113116,['数据分析']
7,数据分析师,51社保网,500-2000人,"企业服务,教育",C轮,"['绩效奖金', '专项奖金', '带薪年假', '弹性工作']",产品|需求|项目类,数据分析,数据分析,北京,朝阳区,15k-24k,0,3-5年,全职,本科,七险一金、带薪年假、扁平管理,39.906452,116.453331,"['企业服务', '数据分析']"
8,数据分析师,玄关健康,150-500人,"移动互联网,医疗丨健康",不需要融资,"['专项奖金', '定期体检', '带薪年假', '绩效奖金']",产品|需求|项目类,数据分析,数据分析,深圳,南山区,10k-14k,0,1-3年,全职,本科,六险一金，年度体检，团队旅游,22.555423,113.948979,"['可视化', '数据分析', '医疗健康', 'BI', 'SQL']"
9,数据分析师,Keep,500-2000人,"社交,文娱丨内容",D轮及以上,"['定期体检', '股票期权', '年底多薪', '岗位晋升']",产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,15k-25k,14,3-5年,全职,本科,14-16薪，团队扁平化，活跃，上班弹性，创新有爱,39.989577,116.485583,"['移动产品/APP', '数据', '数据分析']"
10,数据分析师,智器云,50-150人,"数据服务,企业服务",B轮,"['股票期权', '绩效奖金', '带薪年假', '通讯津贴']",产品|需求|项目类,产品经理,数据分析师,乌鲁木齐,米东区,4k-7k,13,不限,全职,本科,行业大咖带队，技术牛人带飞，专业级工作开发,43.973579,87.655755,['数据分析']
11,数据分析师,蘑菇公司,50-150人,"移动互联网,金融",A轮,"['股票期权', '带薪年假', '岗位晋升', '扁平管理']",产品|需求|项目类,产品经理,数据分析师,深圳,南山区,15k-30k,0,3-5年,全职,本科,朝阳行业 **,22.535752,113.952439,"['项目管理', '需求分析', '直播', '教育', '数据分析']"
12,数据分析师,么么直播,50-150人,"移动互联网,社交",不需要融资,"['扁平管理', '节日礼物', '年度旅游', '五险一金']",产品|需求|项目类,数据分析,数据分析,上海,闵行区,15k-25k,13,1-3年,全职,本科,"行业前景好,人性化管理,福利好",31.172123,121.374390,"['移动互联网', '社交', '数据分析', 'SQL']"
13,数据分析师,中创碳投,150-500人,企业服务,未融资,"['年底双薪', '带薪年假', '定期体检', '午餐补助']",产品|需求|项目类,产品经理,数据分析师,南京,栖霞区,8k-12k,14,1-3年,全职,本科,五险一金、双休、工作氛围活跃、零食下午茶,32.077561,118.905181,"['需求分析', '数据分析']"
14,数据分析师,广州银行信用卡中心,2000人以上,金融,不需要融资,"['带薪年假', '午餐补助', '发展平台', '金融']",产品|需求|项目类,数据分析,数据分析,广州,天河区,12k-20k,0,不限,全职,本科,发展前景佳,23.131477,113.331348,"['python', 'sas', '数据分析', '金融', '大数据']"
0,数据分析师,联元智能科技,50-150人,"移动互联网,数据服务",A轮,"['绩效奖金', '带薪年假', '补充公积金', '年底双薪']",产品|需求|项目类,数据分析,数据分析,上海,普陀区,15k-30k,0,3-5年,全职,本科,五险一金 绩效奖金 弹性工作 补充公积金,31.267330,121.414281,"['商业', 'BI', '数据分析']"
1,数据分析师,数美,150-500人,"企业服务,数据服务",C轮,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,10k-20k,14,1-3年,全职,本科,风控独角兽、飞速发展、待遇给力,40.021083,116.465953,"['竞品分析', 'SaaS', '数据分析', '企业软件']"
2,数据分析师,新明珠集团,2000人以上,"电商,房产家居",未融资,[],产品|需求|项目类,数据分析,数据分析,佛山,禅城区,8k-13k,0,1-3年,全职,本科,五险一金 餐补 话费补贴,22.957851,113.014427,"['SPSS', '数据库', '数据分析']"
3,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,杭州,余杭区,15k-30k,0,不限,全职,本科,"下午茶,健身瑜伽,六险一金,五险一金",30.289958,120.046052,"['产品', '数据分析']"
4,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-30k,0,1-3年,全职,本科,"下午茶,五险一金,团队氛围好,大牛带队",40.013248,116.352742,"['项目管理', '数据分析']"
5,数据分析师,大箴（杭州）科技有限公司,50-150人,"人工智能,企业服务",不需要融资,"['年终分红', '午餐补助', '带薪年假', '专项奖金']",产品|需求|项目类,数据分析,数据分析,杭州,拱墅区,20k-30k,15,3-5年,全职,本科,带薪年假；下午茶；团队氛围open；,30.330837,120.123016,"['商业', '数据分析', 'SQL']"
6,数据分析,上海睿民,500-2000人,"移动互联网,其他",上市公司,"['节日礼物', '带薪年假', '岗位晋升', '管理规范']",开发|测试|运维类,数据开发,数据分析,北京,顺义区,13k-18k,13,5-10年,全职,本科,六险一金；节假日福利；弹性工作；上市公司,40.162024,116.660498,"['Oracle', 'ETL', '金融', '数据挖掘', 'MySQL']"
7,数据分析师,思为软件,150-500人,企业服务,不需要融资,"['领导nice', '感恩情怀', '定期体检', '期权激励']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,15k-28k,0,5-10年,全职,本科,空间大 发展好,22.524562,113.942755,"['数据架构', '数据分析']"
8,数据分析师,小帮规划,500-2000人,"移动互联网,金融",B轮,"['五险一金', '午餐补助', '交通补助', '带薪年假']",产品|需求|项目类,数据分析,数据分析,北京,朝阳区,25k-45k,14,3-5年,全职,本科,发展空间 福利待遇,39.999056,116.488885,"['数据运营', '数据分析']"
9,数据分析师,盈富斯,150-500人,电商,C轮,"['股票期权', '带薪年假', '五险一金', '弹性工作']",产品|需求|项目类,数据分析,商业,广州,番禺区,7k-12k,0,1-3年,全职,大专,"团队氛围好,福利棒,发展空间大,领导好",22.943766,113.401635,"['移动互联网', '电商', '商业', '数据分析']"
10,数据分析师,时代区块链,50-150人,"金融,移动互联网",未融资,"['节日礼物', '股票期权', '扁平管理', '领导好']",产品|需求|项目类,产品经理,数据分析师,深圳,南山区,10k-15k,0,1-3年,全职,本科,五险一金，组织旅游，节日福利,22.547741,113.945943,"['策略', '需求分析', '用户研究', '数据分析']"
11,数据分析,好未来,2000人以上,教育,上市公司,"['上市公司', '领军企业', '五险一金', '住福计划']",产品|需求|项目类,数据分析,数据分析,北京,昌平区,25k-50k,0,5-10年,全职,本科,年底双薪 带薪年假 上升空间大,40.080539,116.365021,"['SQL', '商业', 'BI', '数据分析']"
12,数据分析师,无糖信息,50-150人,"信息安全,数据服务",A轮,"['带薪年假', '五险一金', '弹性工作', '领导好']",产品|需求|项目类,产品经理,数据分析师,重庆,南岸区,5k-8k,0,1-3年,全职,大专,福利完善 地铁周边 年轻团队 扁平管理,29.519501,106.558912,['数据分析']
